secret,turn_index,question,label
nightdress,17,Is the object used for a task or function related to construction or repair?,Function
nightdress,18,Is the object used for a task or function related to communication?,Function
nightdress,19,Is the object used for a task or function related to music?,Function
nightdress,20,Is the object used for a task or function related to animals or pets?,Function
nightdress,21,Is the object used for a task or function related to energy or power?,Function
nightdress,22,Is the object used for a task or function related to furniture?,Function
nightdress,23,Is the object used for a task or function related to health or medicine?,Function
nightdress,24,Is the object used for a task or function related to clothing or textiles?,Function
nightdress,25,Is the object a type of fabric?,Category
nightdress,26,Is the object a piece of clothing?,Category
nightdress,27,Is the object a type of shoe?,Category
nightdress,28,Is the object an article of clothing that is worn on the upper body?,Category
nightdress,29,Is the object a type of hat?,Category
nightdress,30,Is the object a type of sock?,Category
nightdress,31,Is the object a type of glove?,Category
nightdress,32,Is the object a type of scarf?,Category
nightdress,33,Is the object a type of belt?,Category
nightdress,34,Is the object a type of pants?,Category
nightdress,35,Is the object a type of skirt?,Category
nightdress,36,Is the object a type of dress?,Category
nightdress,37,Is the object a wedding dress?,Direct
nightdress,38,Is the object a ball gown?,Direct
nightdress,39,Is the object a sundress?,Direct
nightdress,40,I guess the object is a business dress.?,Direct
nightdress,41,Is the object a formal dress?,Category
nightdress,42,I guess the object is a casual dress.?,Direct
nightdress,43,Is the object a type of dress that is typically worn for a specific occasion or holiday?,Category
nightdress,44,I guess the object is a cocktail dress.?,Direct
nightdress,45,"Is the object a type of dress that is designed for a specific type of activity, such as a dress for hiking or a dress for swimming?",Category
nightdress,46,I guess the object is a evening dress.?,Direct
nightdress,47,"Is the object a type of dress that is designed for a specific type of weather, such as a winter dress or a summer dress?",Category
nightdress,48,I guess the object is a party dress.?,Direct
nightdress,49,"Is the object a type of dress that is designed for a specific age group, such as a dress for children or a dress for older adults?",Category
nightdress,50,I guess the object is a prom dress.?,Direct
nightgown,1,Is the object you are thinking of something that can be held in your hand?,Attribute
nightgown,2,Is the object man-made?,Category
nightgown,3,Is the object something that can be found indoors?,Location
nightgown,4,Is the object used for a specific purpose or function?,Function
nightgown,5,Is the object related to furniture?,Category
nightgown,6,Is the object electronic?,Category
nightgown,7,Is the object made primarily of fabric or textile?,Attribute
nightgown,8,Is the object a type of clothing?,Category
nightgown,9,Is the object a shirt?,Direct
nightgown,10,Is the object a dress shirt?,Direct
nightgown,11,Is the object a t-shirt?,Direct
nightgown,12,Is the object a tank top?,Direct
nightgown,13,Is the object a sweater?,Direct
nightgown,14,Is the object a hoodie?,Direct
nightgown,15,Is the object a jacket?,Direct
nightgown,16,Is the object a polo shirt?,Direct
nightgown,17,Is the object a button down shirt?,Direct
nightgown,18,Is the object a Henley shirt?,Direct
nightgown,19,Is the object a flannel shirt?,Direct
nightgown,20,Is the object a long sleeve shirt?,Direct
nightgown,21,Is the object a short sleeve shirt?,Direct
nightgown,22,Is the object a sleeveless shirt?,Direct
nightgown,23,Is the object a golf shirt?,Direct
nightgown,24,Does the object have a collar?,Attribute
nightgown,25,Is the object a type of athletic wear?,Category
nightgown,26,Is the object a casual wear?,Category
nightgown,27,Is the object a type of shirt that is commonly worn by both men and women?,Category
nightgown,28,Is the object a type of shirt that is commonly worn by women?,Category
nightgown,29,Is the object a blouse?,Direct
nightgown,30,Is the object a peasant shirt?,Direct
nightgown,31,Is the object a baby doll shirt?,Direct
nightgown,32,Is the object a halter top?,Direct
nightgown,33,Is the object a peasant blouse?,Direct
nightgown,34,Is the object a tunic?,Direct
nightgown,35,Is the object a camisole?,Direct
nightgown,36,Is the object a night shirt?,Direct
nightgown,37,Is the object a sleep shirt?,Direct
nightgown,38,Is the object a nightgown?,Direct
nightshirt,1,Is the object you are thinking of something that can be held in your hand?,Attribute
nightshirt,2,Is the object you are thinking of man-made?,Category
nightshirt,3,Does the object have moving parts?,Attribute
nightshirt,4,Is the object used for a specific function or purpose?,Function
nightshirt,5,Is the object related to transportation?,Category
nightshirt,6,Is the object commonly found in a residential setting?,Location
nightshirt,7,Is the object used for sitting or lying down?,Function
nightshirt,8,Is the object a bed?,Direct
nightshirt,9,Is the object a chair?,Direct
nightshirt,10,Is the object a couch?,Direct
nightshirt,11,"Is the object a piece of furniture that is designed for reclining or relaxation, such as a recliner or a chaise lounge?",Category
nightshirt,12,"Is the object a type of seating that is often found outdoors, such as a patio chair or a bench?",Category
nightshirt,13,"Is the object a type of seating that is designed for a specific activity, such as a desk chair or a dining chair?",Category
nightshirt,14,Is the object a bean bag chair?,Direct
nightshirt,15,Is the object a hammock?,Direct
nightshirt,16,Is the object a mattress?,Direct
nightshirt,17,Is the object a futon?,Direct
nightshirt,18,Is the object an ottoman?,Direct
nightshirt,19,Is the object a loveseat?,Direct
nightshirt,20,Is the object a sofa bed?,Direct
nightshirt,21,Is the object a daybed?,Direct
nightshirt,22,Is the object a glider or a rocking chair?,Direct
nightshirt,23,Is the object a stool?,Direct
nightshirt,24,Is the object a bench?,Direct
nightshirt,25,Is the object a table and chair set?,Direct
nightshirt,26,"Is the object a piece of exercise equipment, such as a stationary bike or a treadmill, that has a seat?",Category
nightshirt,27,Does the object have cushions or upholstery?,Attribute
nightshirt,28,Is the object made primarily of wood?,Attribute
nightshirt,29,Is the object made primarily of metal?,Attribute
nightshirt,30,Is the object made primarily of plastic?,Attribute
nightshirt,31,Is the object made primarily of fabric?,Attribute
nightshirt,32,Is the object a blanket or a throw?,Category
nightshirt,33,Is the object a towel?,Direct
nightshirt,34,Is the object a rug?,Direct
nightshirt,35,Is the object a curtain or a drapery?,Direct
nightshirt,36,Is the object a tablecloth or a placemat?,Category
nightshirt,37,Is the object a piece of clothing?,Category
nightshirt,38,Is the object a shirt?,Direct
nightshirt,39,Is the object a t-shirt?,Direct
nightshirt,40,Is the object a white t-shirt?,Direct
nightshirt,41,Is the object a blue t-shirt?,Direct
nightshirt,42,Is the object a black t-shirt?,Direct
nightshirt,43,Is the object a red t-shirt?,Direct
nightshirt,44,Is the object a green t-shirt?,Direct
nightshirt,45,Is the object a yellow t-shirt?,Direct
nightshirt,46,Is the object a purple t-shirt?,Direct
nightshirt,47,Is the object a gray t-shirt?,Direct
nightshirt,48,Is the object a brown t-shirt?,Direct
nightshirt,49,Is the object a pink t-shirt?,Direct
nightshirt,50,Is the object an orange t-shirt?,Direct
nightstick,1,What is the general size of the object you are thinking of?,Attribute
nightstick,2,Is the object you are thinking of man-made?,Category
nightstick,3,Is the object you are thinking of something that can be held in your hand?,Attribute
nightstick,4,Does the object have moving parts?,Attribute
nightstick,5,What is the primary function of the object you are thinking of?,Function
nightstick,6,Is the object you are thinking of a nightstick?,Direct
noose,1,Is the object you are thinking of something that can be held in your hand?,Attribute
noose,2,Is the object man-made?,Category
noose,3,Does the object have buttons or controls?,Attribute
noose,4,Is the object used for personal grooming?,Function
noose,5,Is the object related to food or drink in any way?,Category
noose,6,Is the object used for entertainment?,Function
noose,7,Is the object made primarily of plastic?,Attribute
noose,8,Is the object made primarily of metal?,Attribute
noose,9,Is the object made primarily of fabric?,Attribute
noose,10,Is the object a piece of clothing?,Category
noose,11,Is the object a towel?,Direct
noose,12,Is the object a bag?,Direct
noose,13,Is the object a stuffed animal or doll?,Category
noose,14,Is the object used for cleaning?,Function
noose,15,Is the object decorative?,Attribute
noose,16,Is the object a scarf?,Direct
noose,17,Is the object a blanket?,Direct
noose,18,Is the object a napkin?,Direct
noose,19,Is the object a handkerchief?,Direct
noose,20,Is the object a sock?,Direct
noose,21,I'm going to guess that the object is a piece of cloth.?,Direct
notebook,1,What is the size of the object?,Attribute
notebook,2,Is the object man-made?,Category
notebook,3,Is the object something that can be held in your hand?,Attribute
notebook,4,Is the object used for a specific purpose or function?,Function
notebook,5,Does the object require batteries or electricity to function?,Function
notebook,6,Is the object made primarily of plastic?,Attribute
notebook,7,Is the object related to food or drink in any way?,Category
notebook,8,Is the object used for personal grooming or hygiene?,Function
notebook,9,"Is the object used for entertainment, such as a game or a toy?",Function
notebook,10,Is the object made primarily of metal?,Attribute
notebook,11,Is the object related to sports or physical activity in any way?,Category
notebook,12,Is the object used for a task related to a desk or office work?,Function
notebook,13,Is the object a pen?,Direct
notebook,14,Is the object a paperweight?,Direct
notebook,15,Is the object a stapler?,Direct
notebook,16,Is the object a tape dispenser?,Direct
notebook,17,Is the object a pencil sharpener?,Direct
notebook,18,Is the object a ruler?,Direct
notebook,19,Is the object a scissors?,Direct
notebook,20,Is the object a desk calendar?,Direct
notebook,21,Is the object a business card holder?,Direct
notebook,22,Is the object a nameplate?,Direct
notebook,23,Is the object a paper tray?,Direct
notebook,24,Is the object a file folder?,Direct
notebook,25,Is the object a binder?,Direct
notebook,26,Is the object a hole punch?,Direct
notebook,27,Is the object an envelope opener?,Direct
notebook,28,Is the object a letter opener?,Direct
notebook,29,Is the object a pencil case?,Direct
notebook,30,Is the object an eraser?,Direct
notebook,31,Is the object a highlighter?,Direct
notebook,32,Is the object a marker?,Direct
notebook,33,Is the object a glue stick?,Direct
notebook,34,Is the object a push pin?,Direct
notebook,35,Is the object a thumbtack?,Direct
notebook,36,Is the object a clipboard?,Direct
notebook,37,Is the object a notebook?,Direct
nozzle,1,Is the object you are thinking of something that can be held in your hand?,Attribute
nozzle,2,Is the object man-made?,Category
nozzle,3,Does the object have buttons or controls that you press to make it do something?,Function
nozzle,4,Is the object used for entertainment?,Function
nozzle,5,"Is the object a communication device, such as a phone?",Category
nozzle,6,Does the object have a screen?,Attribute
nozzle,7,"Is the object used for a specific task, such as cooking, cleaning, or measuring?",Function
nozzle,8,Is the object used for measuring something?,Function
nozzle,9,Is the object used for cooking or preparing food?,Function
nozzle,10,"Is the object an electric appliance, such as a toaster or blender?",Category
nozzle,11,"Is the object a kitchen utensil, such as a spoon or whisk?",Category
nozzle,12,Is the object used to cut or chop food?,Function
nozzle,13,"Is the object a manual device used to grind or crush food, such as a garlic press or pepper mill?",Category
nozzle,14,Is the object used to mix or stir food?,Function
nozzle,15,Is the object used to serve or portion food?,Function
nozzle,16,Is the object a spoon?,Direct
nozzle,17,"Is the object used to portion or serve a specific type of food, such as a pastry brush for pastries or a slotted spoon for soups?",Function
nozzle,18,"Is the object a common, everyday object found in most kitchens?",Location
nozzle,19,Is the object a plate?,Direct
nozzle,20,Is the object used to hold or carry food from one place to another?,Function
nozzle,21,"Is the object used to portion or serve food in a specific quantity, such as a measuring cup or a serving spoon?",Function
nozzle,22,"Is the object a utensil used to pick up or handle food, such as tongs or a fork?",Category
nozzle,23,"I'm going to take a guess, I think the object is a spatula.?",Direct
nozzle,24,"Is the object used to serve food in a social setting, such as a dinner party or special occasion?",Function
nozzle,25,Is the object typically stored in a kitchen drawer?,Location
nozzle,26,"Is the object typically stored on the counter or in a designated spot, such as a utensil holder?",Location
nozzle,27,Is the object made of plastic?,Attribute
nozzle,28,"I'm going to take a guess, I think the object is a colander.?",Direct
nozzle,29,"Is the object used to serve or portion a specific type of food, such as a bread basket for bread or a chip bowl for chips?",Function
nozzle,30,Is the object used to serve or portion a type of food that is typically served hot?,Function
nozzle,31,Is the object a serving spoon?,Direct
nozzle,32,"I'm going to take a guess, I think the object is a serving utensil, but I'm not sure what type, can I ask more questions?",Direct
nozzle,33,"I'm going to take a guess, I think the object is a ladle.?",Direct
nozzle,34,"I'm going to take a guess, I think the object is a gravy boat.?",Direct
nozzle,35,"I'm going to take a guess, I think the object is a thermos.?",Direct
nozzle,36,"I'm going to take a guess, I think the object is a food warmer.?",Direct
nozzle,37,"I'm going to take a guess, I think the object is a plate warmer.?",Direct
nozzle,38,"I'm going to take a guess, I think the object is a soup bowl.?",Direct
nozzle,39,"I'm going to take a guess, I think the object is a bowl.?",Direct
nozzle,40,"I'm going to take a guess, I think the object is a mug.?",Direct
nozzle,41,"I'm going to take a guess, I think the object is a cup.?",Direct
nozzle,42,"I'm going to take a guess, I think the object is a container used to serve hot food, such as a casserole dish.?",Function
nozzle,43,"I'm going to take a guess, I think the object is a hot food server.?",Direct
nozzle,44,"I'm going to take a guess, I think the object is a chafing dish.?",Direct
nozzle,45,"I'm going to take a guess, I think the object is a buffet server.?",Direct
nozzle,46,"I'm going to take a guess, I think the object is a food server.?",Direct
nozzle,47,"I'm going to take a guess, I think the object is a server.?",Direct
nozzle,48,"I'm going to take a guess, I think the object is a tray.?",Direct
nozzle,49,"I'm going to take a guess, I think the object is a platter.?",Direct
nozzle,50,"I'm going to take a guess, I think the object is a dish.?",Direct
nutcracker,1,What is the size of the object you are thinking of?,Attribute
nutcracker,2,Is the object man-made?,Category
nutcracker,3,Does the object have buttons or controls?,Attribute
nutcracker,4,Is the object used for personal grooming?,Function
nutcracker,5,Is the object made primarily of plastic?,Attribute
nutcracker,6,Is the object used for eating or drinking?,Function
nutcracker,7,Is the object a spoon?,Direct
nutcracker,8,Is the object a cup?,Direct
nutcracker,9,Is the object a fork?,Direct
nutcracker,10,Is the object made of metal?,Attribute
nutcracker,11,Is the object a knife?,Direct
nutcracker,12,Is the object a can?,Direct
nutcracker,13,Is the object a bottle opener?,Direct
nutcracker,14,"Is the object silverware that is not a spoon, fork, or knife?",Category
nutcracker,15,Is the object a spork?,Direct
nutcracker,16,Is the object a pastry fork?,Direct
nutcracker,17,Is the object a meat fork?,Direct
nutcracker,18,Is the object a salad fork?,Direct
nutcracker,19,Is the object a dinner fork?,Direct
nutcracker,20,Is the object a dessert fork?,Direct
nutcracker,21,Is the object a seafood fork?,Direct
nutcracker,22,Is the object a fondue fork?,Direct
nutcracker,23,Is the object a carving fork?,Direct
nutcracker,24,Is the object a serving fork?,Direct
nutcracker,25,Is the object a fruit fork?,Direct
nutcracker,26,Is the object a pickle fork?,Direct
nutcracker,27,Is the object a snail fork?,Direct
nutcracker,28,Is the object an escargot fork?,Direct
nutcracker,29,Is the object an oyster fork?,Direct
nutcracker,30,Is the object a lobster fork?,Direct
nutcracker,31,Is the object a crab fork?,Direct
nutcracker,32,Is the object a shrimp fork?,Direct
nutcracker,33,Is the object a cocktail fork?,Direct
nutcracker,34,Is the object a bonbon fork?,Direct
nutcracker,35,Is the object a cake fork?,Direct
nutcracker,36,Is the object a cheese fork?,Direct
nutcracker,37,Is the object a chocolate fork?,Direct
nutcracker,38,Is the object a corn fork?,Direct
nutcracker,39,Is the object a fish fork?,Direct
nutcracker,40,Is the object a grapefruit fork?,Direct
nutcracker,41,Is the object a ice cream fork?,Direct
nutcracker,42,Is the object a melon fork?,Direct
nutcracker,43,Is the object a olive fork?,Direct
nutcracker,44,Is the object a orange fork?,Direct
nutcracker,45,Is the object a pastry fork with a sharp edge?,Attribute
nutcracker,46,Is the object a serving fork with a sharp edge?,Attribute
nutcracker,47,Is the object a fork with two tines?,Attribute
nutcracker,48,Is the object a fork with three tines?,Attribute
nutcracker,49,Is the object a fork with four tines?,Attribute
nutcracker,50,Is the object a fork with more than four tines?,Attribute
oar,1,What size is the object you are thinking of?,Attribute
oar,2,Is the object you are thinking of something that can be held in your hand?,Attribute
oar,3,Is the object made of a material that can be carved?,Attribute
oar,4,Is the object you are thinking of a type of wood?,Category
oar,5,Is the object you are thinking of made of stone?,Attribute
oar,6,Is the object you are thinking of made of a type of plastic?,Category
oar,7,Is the object you are thinking of a type of pipe?,Category
oar,8,Is the object you are thinking of a ruler?,Direct
oar,9,Is the object you are thinking of something that serves a functional purpose?,Function
oar,10,Is the object you are thinking of something that can be used for a recreational activity?,Function
oar,11,Is the object you are thinking of a ski pole?,Direct
oar,12,Is the object you are thinking of a golf club?,Category
oar,13,Is the object you are thinking of something that is used in a water sport?,Function
oar,14,Is the object you are thinking of a paddle?,Direct
oar,15,Is the object you are thinking of a kayak paddle?,Direct
oar,16,Is the object you are thinking of a canoe paddle?,Direct
oar,17,Is the object you are thinking of a rowing oar?,Direct
oilcan,1,Is the object you are thinking of something that can be held in your hand?,Attribute
oilcan,2,Is the object man-made?,Category
oilcan,3,Does the object have buttons or controls of any kind?,Attribute
oilcan,4,Does the object require batteries?,Attribute
oilcan,5,Is the object used for entertainment?,Function
oilcan,6,Is the object used for a specific task?,Function
oilcan,7,Is the object used primarily with food or drink?,Function
oilcan,8,Is the object used for personal grooming?,Function
oilcan,9,Is the object commonly found in an office setting?,Location
oilcan,10,Is the object used outdoors?,Function
oilcan,11,Is the object used for a recreational activity?,Function
oilcan,12,Is the object used for gardening or yard work?,Function
oilcan,13,Is the object a rake?,Direct
oilcan,14,Is the object a trowel?,Direct
oilcan,15,Is the object a pruning shear?,Direct
oilcan,16,Is the object a lawn mower?,Direct
oilcan,17,Is the object a hoe?,Direct
oilcan,18,Is the object a cultivator?,Direct
oilcan,19,Is the object a gardening fork?,Direct
oilcan,20,Is the object a watering can?,Direct
oilcan,21,Is the object a wheelbarrow?,Direct
oilcan,22,Is the object a shovel?,Direct
oilcan,23,Is the object a gardening glove?,Category
oilcan,24,Is the object a garden hose?,Direct
oilcan,25,Is the object a sprinkler?,Direct
oilcan,26,Is the object a hand tool used for gardening?,Function
oilcan,27,Is the object a hand weeder?,Direct
oilcan,28,Is the object a hand cultivator?,Direct
oilcan,29,Is the object a soil test kit?,Direct
oilcan,30,Is the object a garden knife?,Direct
oilcan,31,Is the object a grafting tool?,Direct
oilcan,32,Is the object a tree pruner?,Direct
oilcan,33,Is the object a lopper?,Direct
oilcan,34,Is the object a hand saw?,Direct
oilcan,35,Is the object a hedge shear?,Direct
oilcan,36,Is the object an axe?,Direct
oilcan,37,Is the object a pickaxe?,Direct
oilcan,38,Is the object a hammer?,Direct
oilcan,39,Is the object a measuring tape?,Direct
oilcan,40,Is the object a level?,Direct
oilcan,41,Is the object a thermometer?,Direct
oilcan,42,Is the object a pressure gauge?,Direct
oilcan,43,Is the object a wrench?,Direct
oilcan,44,Is the object a plier?,Direct
oilcan,45,Is the object a screwdriver?,Direct
oilcan,46,Is the object a wire cutter?,Direct
oilcan,47,Is the object a utility knife?,Direct
oilcan,48,Is the object a garden claw?,Direct
oilcan,49,Is the object a dibber?,Direct
oilcan,50,Is the object a bulb planter?,Direct
overcoat,1,Is the object you are thinking of something that can be held in your hand?,Attribute
overcoat,2,Is the object man-made?,Category
overcoat,3,Is the object used for a specific purpose or function?,Function
overcoat,4,Is the object related to transportation in any way?,Category
overcoat,5,Is the object something that can be found indoors?,Location
overcoat,6,Is the object electronic?,Category
overcoat,7,Is the object made primarily of fabric or textile?,Attribute
overcoat,8,Is the object a piece of furniture?,Category
overcoat,9,Is the object used for decorative purposes?,Function
overcoat,10,Is the object used for sleeping or resting?,Function
overcoat,11,Is the object a type of clothing?,Category
overcoat,12,Is the object a shirt?,Direct
overcoat,13,Is the object a type of pants?,Category
overcoat,14,Is the object a type of shoe?,Category
overcoat,15,Is the object a type of hat?,Category
overcoat,16,Is the object a type of sock?,Category
overcoat,17,Is the object a type of glove?,Category
overcoat,18,Is the object a scarf?,Direct
overcoat,19,Is the object a type of jacket or coat?,Category
overcoat,20,Is the object a jacket?,Direct
overcoat,21,Is the object a leather jacket?,Direct
overcoat,22,Is the object a denim jacket?,Direct
overcoat,23,Is the object a sports jacket?,Direct
overcoat,24,Is the object a suit jacket?,Direct
overcoat,25,Is the object a trench coat?,Direct
overcoat,26,Is the object a parka?,Direct
overcoat,27,Is the object a windbreaker?,Direct
overcoat,28,Is the object a fleece jacket?,Direct
overcoat,29,Is the object a wool jacket?,Direct
overcoat,30,Is the object a down jacket?,Direct
overcoat,31,Is the object a ski jacket?,Direct
overcoat,32,Is the object a bomber jacket?,Direct
overcoat,33,Is the object a blazer?,Direct
overcoat,34,Is the object a pea coat?,Direct
overcoat,35,Is the object a duffle coat?,Direct
overcoat,36,Is the object a field jacket?,Direct
overcoat,37,Is the object a flight jacket?,Direct
overcoat,38,Is the object a car coat?,Direct
overcoat,39,Is the object an overcoat?,Direct
paddle,1,What is the general size of the object you are thinking of?,Attribute
paddle,2,Is the object you are thinking of man-made?,Category
paddle,3,Does the object have buttons or controls of any kind?,Attribute
paddle,4,Is the object used for a specific task or function?,Function
paddle,5,Is the object related to food or drink in any way?,Category
paddle,6,Is the object commonly found in most households?,Location
paddle,7,I'm going to take a guess that the object you are thinking of is a hammer.?,Direct
paddle,8,Is the object used for personal grooming or hygiene?,Function
paddle,9,Does the object have a distinct or unusual shape?,Attribute
paddle,10,I'm going to take a guess that the object you are thinking of is a vase.?,Direct
paddle,11,Is the object made primarily of plastic?,Attribute
paddle,12,I'm going to take a guess that the object you are thinking of is a pen.?,Direct
paddle,13,Does the object have a hole or opening of some kind?,Attribute
paddle,14,"I'm going to take a guess that the object you are thinking of is a container, such as a cup or a bowl.?",Category
paddle,15,"Is the object used for entertainment, such as a toy or a game?",Category
paddle,16,I'm going to take a guess that the object you are thinking of is a yo-yo.?,Direct
paddle,17,Does the object make a sound when it is used?,Function
paddle,18,I'm going to take a guess that the object you are thinking of is a whistle.?,Direct
paddle,19,Is the object electronic?,Category
paddle,20,Does the object have moving parts?,Attribute
paddle,21,I'm going to take a guess that the object you are thinking of is a kazoo.?,Direct
paddle,22,Is the object used by only one person at a time?,Function
paddle,23,I'm going to take a guess that the object you are thinking of is a harmonica.?,Direct
paddle,24,Does the object have a distinct smell or scent?,Attribute
paddle,25,Is the object used primarily with the hands?,Function
paddle,26,I'm going to take a guess that the object you are thinking of is a stress ball.?,Direct
paddle,27,Does the object have a texture or feel that is unusual or distinctive?,Attribute
paddle,28,I'm going to take a guess that the object you are thinking of is a rubber chicken.?,Direct
paddle,29,"Is the object used to create a specific type of sound or noise, such as a drum or a shaker?",Function
paddle,30,Does the object have a cultural or symbolic significance?,Category
paddle,31,I'm going to take a guess that the object you are thinking of is a figurine.?,Direct
paddle,32,Is the object related to a particular holiday or celebration?,Category
paddle,33,Does the object have a flat surface or a distinct edge?,Attribute
paddle,34,I'm going to take a guess that the object you are thinking of is a frisbee.?,Direct
paddle,35,Is the object used primarily for recreational or leisure activities?,Function
paddle,36,Does the object have a bright or distinctive color?,Attribute
paddle,37,I'm going to take a guess that the object you are thinking of is a ball.?,Direct
paddle,38,Is the object made of a flexible material?,Attribute
paddle,39,I'm going to take a guess that the object you are thinking of is a whoopee cushion.?,Direct
paddle,40,Does the object have a comedic or humorous purpose?,Function
paddle,41,"Is the object used to create a specific type of movement or action, such as a spin or a flip?",Function
paddle,42,I'm going to take a guess that the object you are thinking of is a top.?,Direct
paddle,43,Does the object have a rounded or curved shape?,Attribute
paddle,44,I'm going to take a guess that the object you are thinking of is a marble.?,Direct
paddle,45,Is the object used primarily by children?,Function
paddle,46,Does the object have a smooth surface?,Attribute
paddle,47,I'm going to take a guess that the object you are thinking of is a coin.?,Direct
paddle,48,Is the object used for a competitive or sporting activity?,Function
paddle,49,I'm going to take a guess that the object you are thinking of is a ping pong ball.?,Direct
paddle,50,Does the object have a hollow interior?,Attribute
pail,1,Is the object you are thinking of something that can be held in your hand?,Attribute
pail,2,Is the object man-made?,Category
pail,3,Does the object have buttons or controls?,Attribute
pail,4,Is the object used for entertainment?,Function
pail,5,Is the object related to food or drink in any way?,Category
pail,6,Is the object used to consume or hold a drink?,Function
pail,7,Is the object made primarily of plastic?,Attribute
pail,8,Is the object a water bottle?,Direct
pail,9,Is the object a cup?,Direct
pail,10,Is the object a container that is typically used to hold a hot beverage?,Function
pail,11,Is the object a container that is typically used to hold a cold beverage?,Function
pail,12,Is the object a thermos?,Direct
pail,13,Is the object a sippy cup?,Direct
pail,14,Is the object a juice box?,Direct
pail,15,Is the object a flask?,Direct
pail,16,Is the object a container that is typically used to hold a carbonated beverage?,Function
pail,17,"Is the object a container that is typically used to hold a beverage other than water, juice, or a carbonated beverage?",Function
pail,18,Does the object have a straw?,Attribute
pail,19,Is the object a container that is typically used by only one person at a time?,Function
pail,20,Is the object a container that is typically used to hold a liquid?,Function
pail,21,Is the object a container that is typically made to be disposable?,Category
pail,22,Is the object a cup made of plastic that is used for water?,Category
pail,23,Is the object a plastic bottle?,Direct
pail,24,Is the object a container used to drink from that has a spout?,Function
pail,25,Is the object a container used to drink from that has a lid?,Function
pail,26,Is the object a container that is typically used to hold milk?,Function
pail,27,Is the object a carton of milk?,Direct
pail,28,Is the object a plastic container used to hold and drink milk?,Function
pail,29,Is the object a milk jug?,Direct
pail,30,Is the object a small container used to hold a single serving of milk?,Function
pail,31,"Is the object a container that is used to store and serve milk, and is typically found in a refrigerator?",Function
pail,32,Is the object a container used to hold and drink milk that is designed for a baby or toddler?,Function
pail,33,"Is the object a container used to hold milk that is not a bottle, carton, or jug?",Category
pail,34,"Is the object a plastic container used to hold and serve milk, such as a container used for cereal?",Function
pail,35,"Is the object a small plastic container that holds a single serving of milk, such as a container used for coffee or tea?",Category
pail,36,"Is the object a container that holds a small amount of milk, such as a container used for a recipe?",Function
pail,37,"Is the object a container used to hold and pour milk, such as a container used for cereal?",Function
pail,38,"Is the object a small container used to hold milk that is used for a specific purpose, such as a container used for a baby or toddler's milk?",Function
pail,39,"Is the object a container that is used to store and serve milk in a specific way, such as a container used for a particular type of milk?",Function
pail,40,"Is the object a small plastic container that holds a small amount of milk, such as a container used for a single serving?",Category
pail,41,Is the object a container that is used to hold and serve milk in a way that is convenient for eating or drinking on the go?,Function
pail,42,Is the object a container that is used to hold milk and is typically used by children?,Function
pail,43,Is the object a sippy cup?,Direct
pail,44,Is the object a container that is used to hold milk and has a unique feature that makes it easy for children to use?,Function
pail,45,Is the object a container that is used to hold milk and is designed for children to drink from directly?,Function
pail,46,Is the object a container that is used to hold milk and is designed to be used with a spoon or other utensil?,Function
pail,47,"Is the object a container that is used to hold milk and is typically used for a specific type of food, such as cereal?",Function
pail,48,Is the object a container that is used to hold milk and is designed to be used by children who are learning to drink from a cup?,Function
pail,49,Is the object a container that is used to hold milk and is commonly found in lunchboxes or bags?,Function
pail,50,Is the object a container that is used to hold milk and is designed to be portable and easy to use on the go?,Function
paintball,1,Is the object you are thinking of something that can be held in one's hand?,Attribute
paintball,2,Is the object man-made?,Category
paintball,3,Does the object have buttons or controls on it?,Attribute
paintball,4,Is the object used for a specific purpose or function?,Function
paintball,5,Is the object related to food or drink in any way?,Category
paintball,6,Is the object used for personal grooming or hygiene?,Function
paintball,7,Is the object made primarily of plastic?,Attribute
paintball,8,My guess is that the object is a comb.?,Direct
paintball,9,Is the object commonly found in most households?,Location
paintball,10,Is the object used in a specific profession or industry?,Category
paintball,11,My guess is that the object is a medical syringe.?,Direct
paintball,12,Is the object used in a medical or healthcare setting?,Function
paintball,13,Is the object related to art or creativity in any way?,Category
paintball,14,My guess is that the object is a paintbrush.?,Direct
paintball,15,Is the object used to create or manipulate a specific type of material?,Function
paintball,16,My guess is that the object is a sculpting tool.?,Direct
paintball,17,"Is the object used to shape or mold a specific type of material, such as clay or wax?",Function
paintball,18,Does the object have a distinct or unusual shape?,Attribute
paintball,19,My guess is that the object is a pencil sharpener.?,Direct
paintball,20,Is the object used by artists or craftspeople to create detailed or intricate work?,Function
paintball,21,My guess is that the object is a modeling tool.?,Direct
paintball,22,"Is the object used to create small, detailed, or precise features in a work of art?",Function
paintball,23,Does the object have moving parts?,Attribute
paintball,24,My guess is that the object is a camera.?,Direct
paintball,25,Is the object used to create or manipulate light in some way?,Function
paintball,26,Is the object used to create textures or patterns on a surface?,Function
paintball,27,My guess is that the object is a stencil.?,Direct
paintball,28,"Is the object used to apply a material, such as ink or paint, to a surface?",Function
paintball,29,My guess is that the object is a stamp.?,Direct
paintball,30,Is the object used to create repetitive patterns or designs on a surface?,Function
paintball,31,Does the object have a roller or rotating part?,Attribute
paintball,32,My guess is that the object is a brayer.?,Direct
paintball,33,"Is the object used to apply a uniform layer of material, such as ink or paint, to a surface?",Function
paintball,34,My guess is that the object is a foam brush.?,Direct
paintball,35,"Is the object used in a specific type of art or craft, such as printmaking or pottery?",Function
paintball,36,My guess is that the object is a pottery wheel tool.?,Direct
